step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_total,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
10,1.100000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-4.900924e-08,0,0.000000e+00,1.351705e+00,-4.242156e-01,9.951745e-03,8.295363e-01,2.798761e-01,1.678894e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,1.011114e+00,-2.478602e-06,2.477628e-06,-1.604826e-06,3.573594e-06,3.657486e-06,5.635157e-13,6.905482e-07,6.965438e-05,4.137974e-07,-7.257317e-03,3.756434e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.467603e+00,1.110753e+00,3.189898e+01,0.000000e+00,0.000000e+00,0.000000e+00
11,1.200000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-4.122369e-08,0,0.000000e+00,1.334533e+00,-4.666371e-01,1.094692e-02,9.124898e-01,3.078637e-01,2.031462e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.427950e-01,-3.044607e-06,3.043424e-06,-1.995794e-06,4.361500e-06,4.464860e-06,8.561949e-13,7.036631e-07,8.468944e-05,5.051413e-07,-7.140287e-03,4.237915e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.388628e+00,1.146010e+00,3.525677e+01,0.000000e+00,0.000000e+00,0.000000e+00
12,1.300000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-3.504297e-08,0,0.000000e+00,1.322992e+00,-5.090587e-01,1.194209e-02,9.954432e-01,3.358513e-01,2.417607e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.417260e-01,-3.670054e-06,3.668642e-06,-2.432122e-06,5.228481e-06,5.353396e-06,1.252089e-12,7.457248e-07,1.011749e-04,6.056676e-07,-7.104623e-03,4.771669e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.449483e+00,1.184625e+00,3.861456e+01,0.000000e+00,0.000000e+00,0.000000e+00
13,1.400000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-2.997069e-08,0,0.000000e+00,1.381203e+00,-5.514802e-01,1.293727e-02,1.078397e+00,3.638389e-01,2.837331e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.519169e-01,-4.354993e-06,4.353348e-06,-2.913967e-06,6.174393e-06,6.322970e-06,1.773404e-12,8.119879e-07,1.191146e-04,7.153624e-07,-7.152412e-03,5.357449e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.376568e+00,1.226597e+00,4.197235e+01,0.000000e+00,0.000000e+00,0.000000e+00
14,1.500000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-2.601930e-08,0,0.000000e+00,1.347468e+00,-5.939018e-01,1.393244e-02,1.161350e+00,3.918265e-01,3.290632e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.429039e-01,-5.099803e-06,5.097890e-06,-3.441430e-06,7.199082e-06,7.373445e-06,2.444536e-12,8.981939e-07,1.385112e-04,8.342101e-07,-7.254814e-03,5.995032e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.332608e+00,1.271927e+00,4.533014e+01,0.000000e+00,0.000000e+00,0.000000e+00
15,1.600000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-2.269729e-08,0,0.000000e+00,1.364908e+00,-6.363233e-01,1.492762e-02,1.244303e+00,4.198141e-01,3.777511e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.372444e-01,-5.903997e-06,5.901795e-06,-4.014571e-06,8.302387e-06,8.505014e-06,3.292063e-12,1.000982e-06,1.593669e-04,9.622325e-07,-7.417338e-03,6.684215e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.428502e+00,1.320615e+00,4.868792e+01,0.000000e+00,0.000000e+00,0.000000e+00
16,1.700000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-1.993228e-08,0,0.000000e+00,1.395468e+00,-6.787449e-01,1.592279e-02,1.327256e+00,4.478016e-01,4.297968e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,9.857901e-01,-6.767490e-06,6.764978e-06,-4.634128e-06,9.484146e-06,9.718240e-06,4.344724e-12,1.117909e-06,1.816836e-04,1.099493e-06,-7.648468e-03,7.519810e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.546277e+00,1.372661e+00,5.204571e+01,0.000000e+00,0.000000e+00,0.000000e+00
17,1.800000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-1.760081e-08,0,0.000000e+00,1.357751e+00,-7.211664e-01,1.691797e-02,1.410209e+00,4.757891e-01,4.852003e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.505575e-01,-7.690190e-06,7.687348e-06,-5.299948e-06,1.074419e-05,1.101210e-05,5.633410e-12,1.247282e-06,2.054628e-04,1.245877e-06,-7.936677e-03,8.726327e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.548321e+00,1.428064e+00,5.540350e+01,0.000000e+00,0.000000e+00,0.000000e+00
18,1.900000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-1.549205e-08,0,0.000000e+00,1.425088e+00,-7.635880e-01,1.791314e-02,1.493162e+00,5.037766e-01,5.439616e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.527950e-01,-8.672327e-06,8.669166e-06,-6.011969e-06,1.208235e-05,1.238644e-05,7.191150e-12,1.387945e-06,2.307055e-04,1.401365e-06,-8.279027e-03,9.987972e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.613960e+00,1.486825e+00,5.876129e+01,0.000000e+00,0.000000e+00,0.000000e+00
19,2.000000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-1.396039e-08,0,0.000000e+00,1.382648e+00,-8.060096e-01,1.890832e-02,1.576115e+00,5.317641e-01,6.060807e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.647893e-01,-9.713846e-06,9.710318e-06,-6.769922e-06,1.349892e-05,1.384107e-05,9.053087e-12,1.539114e-06,2.574128e-04,1.565938e-06,-8.672989e-03,1.130639e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.594371e+00,1.548945e+00,6.211908e+01,0.000000e+00,0.000000e+00,0.000000e+00
20,2.100000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-1.228750e-08,0,0.000000e+00,1.339178e+00,-8.484311e-01,1.990350e-02,1.659067e+00,5.597516e-01,6.715576e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.385423e-01,-1.081434e-05,1.081043e-05,-7.573770e-06,1.499421e-05,1.537583e-05,1.125647e-11,1.700256e-06,2.855855e-04,1.739576e-06,-9.121727e-03,1.268294e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.553620e+00,1.614421e+00,6.547686e+01,0.000000e+00,0.000000e+00,0.000000e+00
21,2.200000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-1.125144e-08,0,0.000000e+00,1.375949e+00,-8.908527e-01,2.089867e-02,1.742020e+00,5.877390e-01,7.403922e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.736855e-01,-1.197370e-05,1.196938e-05,-8.423471e-06,1.656727e-05,1.699054e-05,1.384062e-11,1.871001e-06,3.152244e-04,1.922260e-06,-9.683946e-03,1.411875e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.457258e+00,1.683256e+00,6.883465e+01,0.000000e+00,0.000000e+00,0.000000e+00
22,2.300000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-1.005973e-08,0,0.000000e+00,1.372738e+00,-9.332742e-01,2.189385e-02,1.824972e+00,6.157264e-01,8.125847e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.367816e-01,-1.319180e-05,1.318704e-05,-9.318971e-06,1.821792e-05,1.868501e-05,1.684693e-11,2.051092e-06,3.463299e-04,2.113968e-06,-1.045874e-02,1.561477e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.387079e+00,1.755448e+00,7.219244e+01,0.000000e+00,0.000000e+00,0.000000e+00
23,2.400000e-02,1.000000e-03,-1.000000e+00,1.000000e+00,-2.000000e-01,9.428638e-01,-9.120260e-09,0,0.000000e+00,1.334591e+00,-9.756958e-01,2.288902e-02,1.907924e+00,6.437138e-01,8.881349e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.293028e-01,-1.446849e-05,1.446329e-05,-1.026021e-05,1.994598e-05,2.045908e-05,2.031882e-11,2.240346e-06,3.789026e-04,2.314680e-06,-1.129666e-02,1.717181e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.491680e+00,1.830999e+00,7.555023e+01,0.000000e+00,0.000000e+00,0.000000e+00
24,2.500000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-8.349210e-09,0,0.000000e+00,1.357922e+00,-1.018117e+00,2.388420e-02,1.990875e+00,6.717011e-01,9.670429e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.254098e-01,-1.580366e-05,1.579798e-05,-1.124718e-05,2.175128e-05,2.231254e-05,2.430174e-11,2.438630e-06,4.129428e-04,2.524376e-06,-1.218150e-02,1.879052e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.521991e+00,1.909907e+00,7.890802e+01,0.000000e+00,0.000000e+00,0.000000e+00
25,2.600000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-7.553846e-09,0,0.000000e+00,1.319546e+00,-1.060539e+00,2.487938e-02,2.073827e+00,6.996884e-01,1.049309e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.270929e-01,-1.719713e-05,1.719097e-05,-1.228062e-05,2.363362e-05,2.424522e-05,2.884311e-11,2.645847e-06,4.484508e-04,2.743034e-06,-1.311252e-02,2.047150e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.411399e+00,1.992173e+00,8.226580e+01,0.000000e+00,0.000000e+00,0.000000e+00
26,2.700000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-6.931455e-09,0,0.000000e+00,1.318832e+00,-1.102960e+00,2.587456e-02,2.156778e+00,7.276756e-01,1.134932e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.342195e-01,-1.864903e-05,1.864242e-05,-1.335966e-05,2.559283e-05,2.625691e-05,3.399234e-11,2.861925e-06,4.854268e-04,2.970630e-06,-1.408912e-02,2.221522e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.431457e+00,2.077796e+00,8.562359e+01,0.000000e+00,0.000000e+00,0.000000e+00
27,2.800000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-6.266432e-09,0,0.000000e+00,1.374532e+00,-1.145382e+00,2.686974e-02,2.239728e+00,7.556628e-01,1.223914e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.324212e-01,-2.015946e-05,2.015232e-05,-1.448420e-05,2.762870e-05,2.834741e-05,3.980075e-11,3.086808e-06,5.238708e-04,3.207144e-06,-1.511076e-02,2.402210e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.429293e+00,2.166777e+00,8.898138e+01,0.000000e+00,0.000000e+00,0.000000e+00
28,2.900000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-5.718981e-09,0,0.000000e+00,1.387649e+00,-1.187804e+00,2.786491e-02,2.322679e+00,7.836499e-01,1.316253e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.232542e-01,-2.172779e-05,2.172011e-05,-1.565414e-05,2.974104e-05,3.051652e-05,4.632157e-11,3.320454e-06,5.637829e-04,3.452550e-06,-1.617700e-02,2.589249e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.399689e+00,2.259117e+00,9.233917e+01,0.000000e+00,0.000000e+00,0.000000e+00
29,3.000000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-5.272116e-09,0,0.000000e+00,1.320366e+00,-1.230225e+00,2.886009e-02,2.405628e+00,8.116369e-01,1.411950e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.231160e-01,-2.335385e-05,2.334560e-05,-1.686938e-05,3.192965e-05,3.276402e-05,5.360992e-11,3.562828e-06,6.051630e-04,3.706825e-06,-1.728743e-02,2.782671e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.495598e+00,2.354814e+00,9.569695e+01,0.000000e+00,0.000000e+00,0.000000e+00
30,3.100000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-4.918399e-09,0,0.000000e+00,1.430483e+00,-1.272647e+00,2.985527e-02,2.488578e+00,8.396239e-01,1.511005e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.239217e-01,-2.503745e-05,2.502861e-05,-1.812980e-05,3.419431e-05,3.508969e-05,6.172273e-11,3.813904e-06,6.480110e-04,3.969945e-06,-1.844172e-02,2.982500e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.388534e+00,2.453868e+00,9.905474e+01,0.000000e+00,0.000000e+00,0.000000e+00
31,3.200000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-4.432787e-09,0,0.000000e+00,1.317668e+00,-1.315068e+00,3.085045e-02,2.571527e+00,8.676108e-01,1.613417e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.224374e-01,-2.677840e-05,2.676895e-05,-1.943529e-05,3.653480e-05,3.749330e-05,7.071875e-11,4.073658e-06,6.923266e-04,4.241883e-06,-1.963958e-02,3.188760e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.373638e+00,2.556281e+00,1.024125e+02,0.000000e+00,0.000000e+00,0.000000e+00
32,3.300000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-4.040879e-09,0,0.000000e+00,1.317110e+00,-1.357490e+00,3.184564e-02,2.654475e+00,8.955976e-01,1.719187e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.472825e-01,-2.857649e-05,2.856641e-05,-2.078572e-05,3.895090e-05,3.997463e-05,8.065848e-11,4.342071e-06,7.381095e-04,4.522613e-06,-2.088075e-02,3.401468e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.442045e+00,2.662051e+00,1.057703e+02,0.000000e+00,0.000000e+00,0.000000e+00
33,3.400000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-3.616552e-09,0,0.000000e+00,1.351299e+00,-1.399911e+00,3.284082e-02,2.737423e+00,9.235844e-01,1.828316e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.283435e-01,-3.043150e-05,3.042077e-05,-2.218124e-05,4.144238e-05,4.253341e-05,9.160412e-11,4.619128e-06,7.853594e-04,4.812107e-06,-2.216501e-02,3.620641e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.380294e+00,2.771179e+00,1.091281e+02,0.000000e+00,0.000000e+00,0.000000e+00
34,3.500000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-3.289480e-09,0,0.000000e+00,1.318747e+00,-1.442333e+00,3.383600e-02,2.820370e+00,9.515710e-01,1.940801e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.200750e-01,-3.234321e-05,3.233181e-05,-2.362205e-05,4.400899e-05,4.516942e-05,1.036196e-10,4.904812e-06,8.340758e-04,5.110337e-06,-2.349216e-02,3.846291e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.429998e+00,2.883665e+00,1.124859e+02,0.000000e+00,0.000000e+00,0.000000e+00
35,3.600000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-3.055334e-09,0,0.000000e+00,1.350228e+00,-1.484754e+00,3.483118e-02,2.903317e+00,9.795576e-01,2.056645e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.184543e-01,-3.431137e-05,3.429929e-05,-2.510743e-05,4.665049e-05,4.788238e-05,1.167704e-10,5.199113e-06,8.842581e-04,5.417273e-06,-2.486205e-02,4.078430e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.403656e+00,2.999509e+00,1.158437e+02,0.000000e+00,0.000000e+00,0.000000e+00
36,3.700000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-2.693845e-09,0,0.000000e+00,1.333402e+00,-1.527176e+00,3.582637e-02,2.986263e+00,1.007544e+00,2.175847e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.174948e-01,-3.633576e-05,3.632297e-05,-2.663720e-05,4.936661e-05,5.067203e-05,1.311237e-10,5.502016e-06,9.359058e-04,5.732885e-06,-2.627452e-02,4.317067e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.437706e+00,3.118710e+00,1.192015e+02,0.000000e+00,0.000000e+00,0.000000e+00
37,3.800000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-2.465583e-09,0,0.000000e+00,1.320096e+00,-1.569597e+00,3.682155e-02,3.069208e+00,1.035530e+00,2.298406e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.182233e-01,-3.841610e-05,3.840258e-05,-2.821119e-05,5.215710e-05,5.353808e-05,1.467480e-10,5.813511e-06,9.890182e-04,6.057142e-06,-2.772946e-02,4.562208e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.398735e+00,3.241270e+00,1.225593e+02,0.000000e+00,0.000000e+00,0.000000e+00
38,3.900000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-2.151057e-09,0,0.000000e+00,1.318466e+00,-1.612019e+00,3.781674e-02,3.152152e+00,1.063517e+00,2.424323e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.170131e-01,-4.055213e-05,4.053786e-05,-2.982921e-05,5.502166e-05,5.648025e-05,1.637135e-10,6.133588e-06,1.043594e-03,6.390011e-06,-2.922677e-02,4.813859e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.430118e+00,3.367187e+00,1.259170e+02,0.000000e+00,0.000000e+00,0.000000e+00
39,4.000000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-1.814104e-09,0,0.000000e+00,1.341850e+00,-1.654441e+00,3.881193e-02,3.235096e+00,1.091503e+00,2.553598e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.332121e-01,-4.274356e-05,4.272851e-05,-3.149108e-05,5.796003e-05,5.949825e-05,1.820918e-10,6.462234e-06,1.099634e-03,6.731458e-06,-3.076635e-02,5.072023e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.403970e+00,3.496461e+00,1.292748e+02,0.000000e+00,0.000000e+00,0.000000e+00
40,4.100000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-1.720180e-09,0,0.000000e+00,1.317757e+00,-1.696862e+00,3.980712e-02,3.318038e+00,1.119489e+00,2.686230e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.652513e-01,-4.499010e-05,4.497425e-05,-3.319659e-05,6.097188e-05,6.259174e-05,2.019556e-10,6.799439e-06,1.157135e-03,7.081447e-06,-3.234812e-02,5.336704e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.421231e+00,3.629094e+00,1.326326e+02,0.000000e+00,0.000000e+00,0.000000e+00
41,4.200000e-02,1.000000e-03,-1.000001e+00,1.000001e+00,-2.000000e-01,9.428638e-01,-1.319278e-09,0,0.000000e+00,1.365291e+00,-1.739284e+00,4.080231e-02,3.400980e+00,1.147474e+00,2.822221e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.167793e-01,-4.729143e-05,4.727477e-05,-3.494552e-05,6.405693e-05,6.576043e-05,2.233791e-10,7.145193e-06,1.216097e-03,7.439943e-06,-3.397204e-02,5.607903e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.339162e+00,3.765085e+00,1.359904e+02,0.000000e+00,0.000000e+00,0.000000e+00
