step,time,E_CH,E_kin,E_mag,E_total,dE_total_dt
121,1.220000e-01,9.428638e-01,1.292664e-08,2.458068e+01,2.552355e+01,4.046133e+02
122,1.230000e-01,9.428638e-01,1.324513e-08,2.498866e+01,2.593152e+01,4.079711e+02
123,1.240000e-01,9.428638e-01,1.356587e-08,2.539998e+01,2.634285e+01,4.113289e+02
124,1.250000e-01,9.428638e-01,1.388871e-08,2.581467e+01,2.675753e+01,4.146867e+02
125,1.260000e-01,9.428638e-01,1.421347e-08,2.623272e+01,2.717558e+01,4.180445e+02
126,1.270000e-01,9.428638e-01,1.454000e-08,2.665412e+01,2.759698e+01,4.214022e+02
127,1.280000e-01,9.428638e-01,1.486811e-08,2.707888e+01,2.802174e+01,4.247600e+02
128,1.290000e-01,9.428638e-01,1.519764e-08,2.750700e+01,2.844986e+01,4.281178e+02
129,1.300000e-01,9.428638e-01,1.552839e-08,2.793847e+01,2.888133e+01,4.314756e+02
130,1.310000e-01,9.428638e-01,1.586019e-08,2.837330e+01,2.931617e+01,4.348334e+02
131,1.320000e-01,9.428638e-01,1.619285e-08,2.881150e+01,2.975436e+01,4.381911e+02
132,1.330000e-01,9.428638e-01,1.652618e-08,2.925304e+01,3.019591e+01,4.415489e+02
133,1.340000e-01,9.428638e-01,1.685999e-08,2.969795e+01,3.064081e+01,4.449067e+02
134,1.350000e-01,9.428638e-01,1.719408e-08,3.014622e+01,3.108908e+01,4.482645e+02
135,1.360000e-01,9.428638e-01,1.752825e-08,3.059784e+01,3.154070e+01,4.516223e+02
136,1.370000e-01,9.428638e-01,1.786232e-08,3.105282e+01,3.199568e+01,4.549800e+02
137,1.380000e-01,9.428638e-01,1.819606e-08,3.151116e+01,3.245402e+01,4.583378e+02
138,1.390000e-01,9.428638e-01,1.852929e-08,3.197285e+01,3.291571e+01,4.616956e+02
139,1.400000e-01,9.428638e-01,1.886180e-08,3.243790e+01,3.338077e+01,4.650534e+02
140,1.410000e-01,9.428638e-01,1.919338e-08,3.290632e+01,3.384918e+01,4.684112e+02
141,1.420000e-01,9.428638e-01,1.952383e-08,3.337808e+01,3.432095e+01,4.717689e+02
142,1.430000e-01,9.428638e-01,1.985294e-08,3.385321e+01,3.479608e+01,4.751267e+02
143,1.440000e-01,9.428638e-01,2.018051e-08,3.433170e+01,3.527456e+01,4.784845e+02
144,1.450000e-01,9.428638e-01,2.050632e-08,3.481354e+01,3.575640e+01,4.818423e+02
145,1.460000e-01,9.428638e-01,2.083017e-08,3.529874e+01,3.624160e+01,4.852000e+02
146,1.470000e-01,9.428638e-01,2.115186e-08,3.578730e+01,3.673016e+01,4.885578e+02
147,1.480000e-01,9.428638e-01,2.147117e-08,3.627921e+01,3.722208e+01,4.919156e+02
148,1.490000e-01,9.428638e-01,2.178791e-08,3.677448e+01,3.771735e+01,4.952734e+02
149,1.500000e-01,9.428638e-01,2.210188e-08,3.727312e+01,3.821598e+01,4.986311e+02
150,1.510000e-01,9.428638e-01,2.241286e-08,3.777510e+01,3.871797e+01,5.019889e+02
151,1.520000e-01,9.428638e-01,2.272066e-08,3.828045e+01,3.922332e+01,5.053467e+02
152,1.530000e-01,9.428638e-01,2.302509e-08,3.878916e+01,3.973202e+01,5.087045e+02
153,1.540000e-01,9.428638e-01,2.332595e-08,3.930122e+01,4.024408e+01,5.120622e+02
154,1.550000e-01,9.428638e-01,2.362304e-08,3.981664e+01,4.075950e+01,5.154200e+02
155,1.560000e-01,9.428638e-01,2.391617e-08,4.033542e+01,4.127828e+01,5.187778e+02
156,1.570000e-01,9.428638e-01,2.420517e-08,4.085755e+01,4.180042e+01,5.221356e+02
157,1.580000e-01,9.428638e-01,2.448985e-08,4.138305e+01,4.232591e+01,5.254933e+02
158,1.590000e-01,9.428638e-01,2.477002e-08,4.191190e+01,4.285476e+01,5.288511e+02
159,1.600000e-01,9.428638e-01,2.504552e-08,4.244411e+01,4.338697e+01,5.322089e+02
160,1.610000e-01,9.428638e-01,2.531617e-08,4.297967e+01,4.392254e+01,5.355666e+02
161,1.620000e-01,9.428638e-01,2.558181e-08,4.351860e+01,4.446146e+01,5.389244e+02
162,1.630000e-01,9.428638e-01,2.584227e-08,4.406088e+01,4.500374e+01,5.422822e+02
163,1.640000e-01,9.428638e-01,2.609741e-08,4.460652e+01,4.554938e+01,5.456400e+02
164,1.650000e-01,9.428638e-01,2.634706e-08,4.515552e+01,4.609838e+01,5.489977e+02
165,1.660000e-01,9.428638e-01,2.659108e-08,4.570787e+01,4.665074e+01,5.523555e+02
166,1.670000e-01,9.428638e-01,2.682933e-08,4.626358e+01,4.720645e+01,5.557133e+02
167,1.680000e-01,9.428638e-01,2.706168e-08,4.682266e+01,4.776552e+01,5.590710e+02
168,1.690000e-01,9.428638e-01,2.728800e-08,4.738508e+01,4.832795e+01,5.624288e+02
169,1.700000e-01,9.428638e-01,2.750816e-08,4.795087e+01,4.889374e+01,5.657866e+02
170,1.710000e-01,9.428638e-01,2.772205e-08,4.852002e+01,4.946288e+01,5.691443e+02
171,1.720000e-01,9.428638e-01,2.792957e-08,4.909252e+01,5.003538e+01,5.725021e+02
172,1.730000e-01,9.428638e-01,2.813060e-08,4.966838e+01,5.061124e+01,5.758599e+02
173,1.740000e-01,9.428638e-01,2.832506e-08,5.024760e+01,5.119046e+01,5.792176e+02
174,1.750000e-01,9.428638e-01,2.851284e-08,5.083017e+01,5.177303e+01,5.825754e+02
175,1.760000e-01,9.428638e-01,2.869388e-08,5.141610e+01,5.235897e+01,5.859332e+02
176,1.770000e-01,9.428638e-01,2.886810e-08,5.200539e+01,5.294826e+01,5.892909e+02
177,1.780000e-01,9.428638e-01,2.903543e-08,5.259804e+01,5.354091e+01,5.926487e+02
178,1.790000e-01,9.428638e-01,2.919580e-08,5.319405e+01,5.413691e+01,5.960064e+02
179,1.800000e-01,9.428638e-01,2.934917e-08,5.379341e+01,5.473628e+01,5.993642e+02
180,1.810000e-01,9.428638e-01,2.949549e-08,5.439614e+01,5.533900e+01,6.027220e+02
181,1.820000e-01,9.428638e-01,2.963472e-08,5.500222e+01,5.594508e+01,6.060797e+02
182,1.830000e-01,9.428638e-01,2.976684e-08,5.561165e+01,5.655452e+01,6.094375e+02
183,1.840000e-01,9.428638e-01,2.989181e-08,5.622445e+01,5.716731e+01,6.127952e+02
184,1.850000e-01,9.428638e-01,3.000963e-08,5.684060e+01,5.778347e+01,6.161530e+02
185,1.860000e-01,9.428638e-01,3.012028e-08,5.746011e+01,5.840298e+01,6.195108e+02
186,1.870000e-01,9.428638e-01,3.022377e-08,5.808298e+01,5.902584e+01,6.228685e+02
187,1.880000e-01,9.428638e-01,3.032010e-08,5.870921e+01,5.965207e+01,6.262263e+02
188,1.890000e-01,9.428638e-01,3.040929e-08,5.933879e+01,6.028165e+01,6.295840e+02
189,1.900000e-01,9.428638e-01,3.049136e-08,5.997173e+01,6.091460e+01,6.329418e+02
190,1.910000e-01,9.428638e-01,3.056634e-08,6.060803e+01,6.155090e+01,6.362995e+02
191,1.920000e-01,9.428638e-01,3.063427e-08,6.124769e+01,6.219055e+01,6.396573e+02
192,1.930000e-01,9.428638e-01,3.069518e-08,6.189070e+01,6.283357e+01,6.430150e+02
193,1.940000e-01,9.428638e-01,3.074914e-08,6.253708e+01,6.347994e+01,6.463728e+02
194,1.950000e-01,9.428638e-01,3.079618e-08,6.318681e+01,6.412967e+01,6.497305e+02
195,1.960000e-01,9.428638e-01,3.083639e-08,6.383990e+01,6.478276e+01,6.530883e+02
196,1.970000e-01,9.428638e-01,3.086983e-08,6.449634e+01,6.543921e+01,6.564461e+02
197,1.980000e-01,9.428638e-01,3.089658e-08,6.515615e+01,6.609901e+01,6.598038e+02
198,1.990000e-01,9.428638e-01,3.091672e-08,6.581931e+01,6.676217e+01,6.631616e+02
199,2.000000e-01,9.428638e-01,3.093033e-08,6.648583e+01,6.742869e+01,6.665193e+02
200,2.010000e-01,9.428638e-01,3.093753e-08,6.715570e+01,6.809857e+01,6.698770e+02
201,2.020000e-01,9.428638e-01,3.093839e-08,6.782894e+01,6.877180e+01,6.732348e+02
202,2.030000e-01,9.428638e-01,3.093304e-08,6.850553e+01,6.944840e+01,6.765925e+02
203,2.040000e-01,9.428638e-01,3.092158e-08,6.918548e+01,7.012835e+01,6.799503e+02
204,2.050000e-01,9.428638e-01,3.090413e-08,6.986879e+01,7.081165e+01,6.833080e+02
205,2.060000e-01,9.428638e-01,3.088081e-08,7.055546e+01,7.149832e+01,6.866658e+02
206,2.070000e-01,9.428638e-01,3.085174e-08,7.124548e+01,7.218834e+01,6.900235e+02
207,2.080000e-01,9.428639e-01,3.081706e-08,7.193886e+01,7.288172e+01,6.933813e+02
208,2.090000e-01,9.428639e-01,3.077690e-08,7.263560e+01,7.357846e+01,6.967390e+02
209,2.100000e-01,9.428639e-01,3.073138e-08,7.333570e+01,7.427856e+01,7.000968e+02
210,2.110000e-01,9.428639e-01,3.068067e-08,7.403915e+01,7.498201e+01,7.034545e+02
211,2.120000e-01,9.428639e-01,3.062490e-08,7.474596e+01,7.568883e+01,7.068122e+02
212,2.130000e-01,9.428639e-01,3.056422e-08,7.545613e+01,7.639900e+01,7.101700e+02
213,2.140000e-01,9.428639e-01,3.049879e-08,7.616966e+01,7.711252e+01,7.135277e+02
214,2.150000e-01,9.428639e-01,3.042875e-08,7.688655e+01,7.782941e+01,7.168855e+02
215,2.160000e-01,9.428639e-01,3.035426e-08,7.760679e+01,7.854965e+01,7.202432e+02
216,2.170000e-01,9.428639e-01,3.027547e-08,7.833039e+01,7.927325e+01,7.236009e+02
217,2.180000e-01,9.428639e-01,3.019256e-08,7.905735e+01,8.000021e+01,7.269587e+02
218,2.190000e-01,9.428639e-01,3.010567e-08,7.978766e+01,8.073053e+01,7.303164e+02
219,2.200000e-01,9.428639e-01,3.001496e-08,8.052134e+01,8.146420e+01,7.336741e+02
220,2.210000e-01,9.428639e-01,2.992062e-08,8.125837e+01,8.220123e+01,7.370319e+02
221,2.220000e-01,9.428639e-01,2.982278e-08,8.199876e+01,8.294162e+01,7.403896e+02
222,2.230000e-01,9.428639e-01,2.972163e-08,8.274251e+01,8.368537e+01,7.437473e+02
223,2.240000e-01,9.428639e-01,2.961732e-08,8.348961e+01,8.443248e+01,7.471051e+02
224,2.250000e-01,9.428639e-01,2.951002e-08,8.424008e+01,8.518294e+01,7.504628e+02
225,2.260000e-01,9.428639e-01,2.939990e-08,8.499390e+01,8.593676e+01,7.538205e+02
226,2.270000e-01,9.428639e-01,2.928711e-08,8.575107e+01,8.669394e+01,7.571783e+02
227,2.280000e-01,9.428639e-01,2.917183e-08,8.651161e+01,8.745447e+01,7.605360e+02
228,2.290000e-01,9.428639e-01,2.905422e-08,8.727550e+01,8.821837e+01,7.638937e+02
229,2.300000e-01,9.428639e-01,2.893443e-08,8.804276e+01,8.898562e+01,7.672514e+02
230,2.310000e-01,9.428639e-01,2.881263e-08,8.881336e+01,8.975623e+01,7.706092e+02
231,2.320000e-01,9.428639e-01,2.868897e-08,8.958733e+01,9.053020e+01,7.739669e+02
232,2.330000e-01,9.428639e-01,2.856362e-08,9.036466e+01,9.130752e+01,7.773246e+02
233,2.340000e-01,9.428639e-01,2.843674e-08,9.114534e+01,9.208820e+01,7.806823e+02
234,2.350000e-01,9.428639e-01,2.830847e-08,9.192938e+01,9.287224e+01,7.840401e+02
235,2.360000e-01,9.428639e-01,2.817897e-08,9.271678e+01,9.365964e+01,7.873978e+02
236,2.370000e-01,9.428639e-01,2.804839e-08,9.350753e+01,9.445040e+01,7.907555e+02
237,2.380000e-01,9.428639e-01,2.791687e-08,9.430165e+01,9.524451e+01,7.941132e+02
238,2.390000e-01,9.428639e-01,2.778456e-08,9.509912e+01,9.604198e+01,7.974709e+02
239,2.400000e-01,9.428639e-01,2.765160e-08,9.589994e+01,9.684281e+01,8.008287e+02
240,2.410000e-01,9.428639e-01,2.751814e-08,9.670413e+01,9.764700e+01,8.041864e+02
241,2.420000e-01,9.428639e-01,2.738431e-08,9.751168e+01,9.845454e+01,8.075441e+02
242,2.430000e-01,9.428639e-01,2.725025e-08,9.832258e+01,9.926544e+01,8.109018e+02
243,2.440000e-01,9.428639e-01,2.711609e-08,9.913684e+01,1.000797e+02,8.142595e+02
244,2.450000e-01,9.428639e-01,2.698195e-08,9.995445e+01,1.008973e+02,8.176172e+02
245,2.460000e-01,9.428639e-01,2.684797e-08,1.007754e+02,1.017183e+02,8.209750e+02
246,2.470000e-01,9.428639e-01,2.671426e-08,1.015998e+02,1.025426e+02,8.243327e+02
247,2.480000e-01,9.428639e-01,2.658095e-08,1.024275e+02,1.033703e+02,8.276904e+02
248,2.490000e-01,9.428639e-01,2.644815e-08,1.032585e+02,1.042014e+02,8.310481e+02
249,2.500000e-01,9.428639e-01,2.631597e-08,1.040929e+02,1.050358e+02,8.344058e+02
250,2.510000e-01,9.428639e-01,2.618453e-08,1.049307e+02,1.058735e+02,8.377635e+02
251,2.520000e-01,9.428639e-01,2.605394e-08,1.057718e+02,1.067147e+02,8.411212e+02
252,2.530000e-01,9.428639e-01,2.592429e-08,1.066163e+02,1.075591e+02,8.444789e+02
253,2.540000e-01,9.428639e-01,2.579570e-08,1.074641e+02,1.084070e+02,8.478366e+02
254,2.550000e-01,9.428639e-01,2.566824e-08,1.083153e+02,1.092582e+02,8.511943e+02
255,2.560000e-01,9.428639e-01,2.554203e-08,1.091699e+02,1.101127e+02,8.545520e+02
256,2.570000e-01,9.428639e-01,2.541714e-08,1.100278e+02,1.109706e+02,8.579097e+02
257,2.580000e-01,9.428639e-01,2.529368e-08,1.108890e+02,1.118319e+02,8.612674e+02
258,2.590000e-01,9.428639e-01,2.517172e-08,1.117537e+02,1.126965e+02,8.646251e+02
259,2.600000e-01,9.428639e-01,2.505134e-08,1.126216e+02,1.135645e+02,8.679828e+02
260,2.610000e-01,9.428639e-01,2.493264e-08,1.134930e+02,1.144358e+02,8.713405e+02
261,2.620000e-01,9.428639e-01,2.481567e-08,1.143677e+02,1.153105e+02,8.746982e+02
262,2.630000e-01,9.428639e-01,2.470053e-08,1.152457e+02,1.161886e+02,8.780559e+02
263,2.640000e-01,9.428639e-01,2.458727e-08,1.161271e+02,1.170700e+02,8.814136e+02
264,2.650000e-01,9.428639e-01,2.447596e-08,1.170119e+02,1.179548e+02,8.847713e+02
265,2.660000e-01,9.428639e-01,2.436668e-08,1.179000e+02,1.188429e+02,8.881290e+02
266,2.670000e-01,9.428639e-01,2.425948e-08,1.187915e+02,1.197344e+02,8.914867e+02
267,2.680000e-01,9.428639e-01,2.415443e-08,1.196864e+02,1.206292e+02,8.948443e+02
268,2.690000e-01,9.428639e-01,2.405158e-08,1.205846e+02,1.215274e+02,8.982020e+02
269,2.700000e-01,9.428639e-01,2.395099e-08,1.214861e+02,1.224290e+02,9.015597e+02
270,2.710000e-01,9.428639e-01,2.385271e-08,1.223911e+02,1.233339e+02,9.049174e+02
271,2.720000e-01,9.428639e-01,2.375681e-08,1.232993e+02,1.242422e+02,9.082751e+02
272,2.730000e-01,9.428639e-01,2.366331e-08,1.242110e+02,1.251538e+02,9.116328e+02
273,2.740000e-01,9.428639e-01,2.357229e-08,1.251260e+02,1.260688e+02,9.149904e+02
274,2.750000e-01,9.428639e-01,2.348377e-08,1.260443e+02,1.269872e+02,9.183481e+02
275,2.760000e-01,9.428639e-01,2.339781e-08,1.269660e+02,1.279089e+02,9.217058e+02
276,2.770000e-01,9.428639e-01,2.331445e-08,1.278911e+02,1.288339e+02,9.250635e+02
277,2.780000e-01,9.428640e-01,2.323373e-08,1.288195e+02,1.297624e+02,9.284211e+02
