step,time,ramp_factor,h_a_left,h_a_center,h_a_right,h_a_center_x,h_a_center_y,h_a_min,h_a_max,center_edge_ratio,uniformity
307,1.535000e-01,9.593750e-02,1.236206e+01,1.237045e+01,1.236206e+01,-8.876304e-18,1.237045e+01,1.235735e+01,1.237045e+01,1.000679e+00,9.989408e-01
308,1.540000e-01,9.625000e-02,1.240233e+01,1.241075e+01,1.240233e+01,-4.119367e-18,1.241075e+01,1.239760e+01,1.241075e+01,1.000679e+00,9.989408e-01
309,1.545000e-01,9.656250e-02,1.244260e+01,1.245104e+01,1.244260e+01,6.375701e-19,1.245104e+01,1.243785e+01,1.245104e+01,1.000679e+00,9.989408e-01
310,1.550000e-01,9.687500e-02,1.248287e+01,1.249134e+01,1.248287e+01,5.394507e-18,1.249134e+01,1.247811e+01,1.249134e+01,1.000679e+00,9.989408e-01
311,1.555000e-01,9.718750e-02,1.252313e+01,1.253163e+01,1.252313e+01,1.015144e-17,1.253163e+01,1.251836e+01,1.253163e+01,1.000679e+00,9.989408e-01
312,1.560000e-01,9.750000e-02,1.256340e+01,1.257193e+01,1.256340e+01,1.490838e-17,1.257193e+01,1.255861e+01,1.257193e+01,1.000679e+00,9.989408e-01
313,1.565000e-01,9.781250e-02,1.260367e+01,1.261222e+01,1.260367e+01,1.966532e-17,1.261222e+01,1.259886e+01,1.261222e+01,1.000679e+00,9.989408e-01
314,1.570000e-01,9.812500e-02,1.264393e+01,1.265251e+01,1.264393e+01,2.442226e-17,1.265251e+01,1.263911e+01,1.265251e+01,1.000679e+00,9.989408e-01
315,1.575000e-01,9.843750e-02,1.268420e+01,1.269281e+01,1.268420e+01,7.603500e-17,1.269281e+01,1.267937e+01,1.269281e+01,1.000679e+00,9.989408e-01
316,1.580000e-01,9.875000e-02,1.272447e+01,1.273310e+01,1.272447e+01,-7.708617e-17,1.273310e+01,1.271962e+01,1.273310e+01,1.000679e+00,9.989408e-01
317,1.585000e-01,9.906250e-02,1.276474e+01,1.277340e+01,1.276474e+01,-8.098458e-17,1.277340e+01,1.275987e+01,1.277340e+01,1.000679e+00,9.989408e-01
318,1.590000e-01,9.937500e-02,1.280500e+01,1.281369e+01,1.280500e+01,4.345000e-17,1.281369e+01,1.280012e+01,1.281369e+01,1.000679e+00,9.989408e-01
319,1.595000e-01,9.968750e-02,1.284527e+01,1.285399e+01,1.284527e+01,-7.147071e-17,1.285399e+01,1.284037e+01,1.285399e+01,1.000679e+00,9.989408e-01
320,1.600000e-01,1.000000e-01,1.288554e+01,1.289428e+01,1.288554e+01,-2.547274e-18,1.289428e+01,1.288063e+01,1.289428e+01,1.000679e+00,9.989408e-01
321,1.605000e-01,1.003125e-01,1.292581e+01,1.293458e+01,1.292581e+01,4.906547e-17,1.293458e+01,1.292088e+01,1.293458e+01,1.000679e+00,9.989408e-01
322,1.610000e-01,1.006250e-01,1.296607e+01,1.297487e+01,1.296607e+01,6.966600e-18,1.297487e+01,1.296113e+01,1.297487e+01,1.000679e+00,9.989408e-01
323,1.615000e-01,1.009375e-01,1.300634e+01,1.301517e+01,1.300634e+01,3.068190e-18,1.301517e+01,1.300138e+01,1.301517e+01,1.000679e+00,9.989408e-01
324,1.620000e-01,1.012500e-01,1.304661e+01,1.305546e+01,1.304661e+01,1.648047e-17,1.305546e+01,1.304163e+01,1.305546e+01,1.000679e+00,9.989408e-01
325,1.625000e-01,1.015625e-01,1.308688e+01,1.309576e+01,1.308688e+01,1.258206e-17,1.309576e+01,1.308189e+01,1.309576e+01,1.000679e+00,9.989408e-01
326,1.630000e-01,1.018750e-01,1.312714e+01,1.313605e+01,1.312714e+01,-2.951680e-17,1.313605e+01,1.312214e+01,1.313605e+01,1.000679e+00,9.989408e-01
327,1.635000e-01,1.021875e-01,1.316741e+01,1.317634e+01,1.316741e+01,-3.341521e-17,1.317634e+01,1.316239e+01,1.317634e+01,1.000679e+00,9.989408e-01
328,1.640000e-01,1.025000e-01,1.320768e+01,1.321664e+01,1.320768e+01,-2.000293e-17,1.321664e+01,1.320264e+01,1.321664e+01,1.000679e+00,9.989408e-01
329,1.645000e-01,1.028125e-01,1.324794e+01,1.325693e+01,1.324794e+01,-2.390134e-17,1.325693e+01,1.324289e+01,1.325693e+01,1.000679e+00,9.989408e-01
330,1.650000e-01,1.031250e-01,1.328821e+01,1.329723e+01,1.328821e+01,-6.600021e-17,1.329723e+01,1.328314e+01,1.329723e+01,1.000679e+00,9.989408e-01
331,1.655000e-01,1.034375e-01,1.332848e+01,1.333752e+01,1.332848e+01,-1.438746e-17,1.333752e+01,1.332340e+01,1.333752e+01,1.000679e+00,9.989408e-01
332,1.660000e-01,1.037500e-01,1.336875e+01,1.337782e+01,1.336875e+01,-5.648633e-17,1.337782e+01,1.336365e+01,1.337782e+01,1.000679e+00,9.989408e-01
333,1.665000e-01,1.040625e-01,1.340901e+01,1.341811e+01,1.340901e+01,-6.038474e-17,1.341811e+01,1.340390e+01,1.341811e+01,1.000679e+00,9.989408e-01
334,1.670000e-01,1.043750e-01,1.344928e+01,1.345841e+01,1.344928e+01,6.404984e-17,1.345841e+01,1.344415e+01,1.345841e+01,1.000679e+00,9.989408e-01
335,1.675000e-01,1.046875e-01,1.348955e+01,1.349870e+01,1.348955e+01,6.015143e-17,1.349870e+01,1.348440e+01,1.349870e+01,1.000679e+00,9.989408e-01
336,1.680000e-01,1.050000e-01,1.352982e+01,1.353900e+01,1.352982e+01,1.805257e-17,1.353900e+01,1.352466e+01,1.353900e+01,1.000679e+00,9.989408e-01
337,1.685000e-01,1.053125e-01,1.357008e+01,1.357929e+01,1.357008e+01,6.966531e-17,1.357929e+01,1.356491e+01,1.357929e+01,1.000679e+00,9.989408e-01
338,1.690000e-01,1.056250e-01,1.361035e+01,1.361959e+01,1.361035e+01,2.756644e-17,1.361959e+01,1.360516e+01,1.361959e+01,1.000679e+00,9.989408e-01
339,1.695000e-01,1.059375e-01,1.365062e+01,1.365988e+01,1.365062e+01,2.366803e-17,1.365988e+01,1.364541e+01,1.365988e+01,1.000679e+00,9.989408e-01
340,1.700000e-01,1.062500e-01,1.369088e+01,1.370018e+01,1.369088e+01,2.842497e-17,1.370018e+01,1.368566e+01,1.370018e+01,1.000679e+00,9.989408e-01
341,1.705000e-01,1.065625e-01,1.373115e+01,1.374047e+01,1.373115e+01,3.318191e-17,1.374047e+01,1.372592e+01,1.374047e+01,1.000679e+00,9.989408e-01
342,1.710000e-01,1.068750e-01,1.377142e+01,1.378076e+01,1.377142e+01,3.793884e-17,1.378076e+01,1.376617e+01,1.378076e+01,1.000679e+00,9.989408e-01
343,1.715000e-01,1.071875e-01,1.381169e+01,1.382106e+01,1.381169e+01,-1.281537e-17,1.382106e+01,1.380642e+01,1.382106e+01,1.000679e+00,9.989408e-01
344,1.720000e-01,1.075000e-01,1.385195e+01,1.386135e+01,1.385195e+01,-8.058434e-18,1.386135e+01,1.384667e+01,1.386135e+01,1.000679e+00,9.989408e-01
345,1.725000e-01,1.078125e-01,1.389222e+01,1.390165e+01,1.389222e+01,-3.301497e-18,1.390165e+01,1.388692e+01,1.390165e+01,1.000679e+00,9.989408e-01
346,1.730000e-01,1.081250e-01,1.393249e+01,1.394194e+01,1.393249e+01,1.455440e-18,1.394194e+01,1.392718e+01,1.394194e+01,1.000679e+00,9.989408e-01
347,1.735000e-01,1.084375e-01,1.397276e+01,1.398224e+01,1.397276e+01,6.212377e-18,1.398224e+01,1.396743e+01,1.398224e+01,1.000679e+00,9.989408e-01
348,1.740000e-01,1.087500e-01,1.401302e+01,1.402253e+01,1.401302e+01,-4.454184e-17,1.402253e+01,1.400768e+01,1.402253e+01,1.000679e+00,9.989408e-01
349,1.745000e-01,1.090625e-01,1.405329e+01,1.406283e+01,1.405329e+01,-3.978490e-17,1.406283e+01,1.404793e+01,1.406283e+01,1.000679e+00,9.989408e-01
350,1.750000e-01,1.093750e-01,1.409356e+01,1.410312e+01,1.409356e+01,-3.502796e-17,1.410312e+01,1.408818e+01,1.410312e+01,1.000679e+00,9.989408e-01
351,1.755000e-01,1.096875e-01,1.413383e+01,1.414342e+01,1.413383e+01,8.075128e-17,1.414342e+01,1.412844e+01,1.414342e+01,1.000679e+00,9.989408e-01
352,1.760000e-01,1.100000e-01,1.417409e+01,1.418371e+01,1.417409e+01,-2.551409e-17,1.418371e+01,1.416869e+01,1.418371e+01,1.000679e+00,9.989408e-01
353,1.765000e-01,1.103125e-01,1.421436e+01,1.422401e+01,1.421436e+01,-7.626830e-17,1.422401e+01,1.420894e+01,1.422401e+01,1.000679e+00,9.989408e-01
354,1.770000e-01,1.106250e-01,1.425463e+01,1.426430e+01,1.425463e+01,-7.151137e-17,1.426430e+01,1.424919e+01,1.426430e+01,1.000679e+00,9.989408e-01
355,1.775000e-01,1.109375e-01,1.429489e+01,1.430459e+01,1.429489e+01,-6.675443e-17,1.430459e+01,1.428944e+01,1.430459e+01,1.000679e+00,9.989408e-01
356,1.780000e-01,1.112500e-01,1.433516e+01,1.434489e+01,1.433516e+01,4.902481e-17,1.434489e+01,1.432970e+01,1.434489e+01,1.000679e+00,9.989408e-01
357,1.785000e-01,1.115625e-01,1.437543e+01,1.438518e+01,1.437543e+01,5.378175e-17,1.438518e+01,1.436995e+01,1.438518e+01,1.000679e+00,9.989408e-01
358,1.790000e-01,1.118750e-01,1.441570e+01,1.442548e+01,1.441570e+01,3.027533e-18,1.442548e+01,1.441020e+01,1.442548e+01,1.000679e+00,9.989408e-01
359,1.795000e-01,1.121875e-01,1.445596e+01,1.446577e+01,1.445596e+01,7.784470e-18,1.446577e+01,1.445045e+01,1.446577e+01,1.000679e+00,9.989408e-01
360,1.800000e-01,1.125000e-01,1.449623e+01,1.450607e+01,1.449623e+01,1.254141e-17,1.450607e+01,1.449070e+01,1.450607e+01,1.000679e+00,9.989408e-01
361,1.805000e-01,1.128125e-01,1.453650e+01,1.454636e+01,1.453650e+01,1.729834e-17,1.454636e+01,1.453096e+01,1.454636e+01,1.000679e+00,9.989408e-01
362,1.810000e-01,1.131250e-01,1.457677e+01,1.458666e+01,1.457677e+01,2.205528e-17,1.458666e+01,1.457121e+01,1.458666e+01,1.000679e+00,9.989408e-01
363,1.815000e-01,1.134375e-01,1.461703e+01,1.462695e+01,1.461703e+01,2.681222e-17,1.462695e+01,1.461146e+01,1.462695e+01,1.000679e+00,9.989408e-01
364,1.820000e-01,1.137500e-01,1.465730e+01,1.466725e+01,1.465730e+01,-2.394200e-17,1.466725e+01,1.465171e+01,1.466725e+01,1.000679e+00,9.989408e-01
365,1.825000e-01,1.140625e-01,1.469757e+01,1.470754e+01,1.469757e+01,-1.918506e-17,1.470754e+01,1.469196e+01,1.470754e+01,1.000679e+00,9.989408e-01
366,1.830000e-01,1.143750e-01,1.473783e+01,1.474784e+01,1.473783e+01,-1.442812e-17,1.474784e+01,1.473222e+01,1.474784e+01,1.000679e+00,9.989408e-01
367,1.835000e-01,1.146875e-01,1.477810e+01,1.478813e+01,1.477810e+01,-9.671185e-18,1.478813e+01,1.477247e+01,1.478813e+01,1.000679e+00,9.989408e-01
368,1.840000e-01,1.150000e-01,1.481837e+01,1.482842e+01,1.481837e+01,-4.914248e-18,1.482842e+01,1.481272e+01,1.482842e+01,1.000679e+00,9.989408e-01
369,1.845000e-01,1.153125e-01,1.485864e+01,1.486872e+01,1.485864e+01,-5.566846e-17,1.486872e+01,1.485297e+01,1.486872e+01,1.000679e+00,9.989408e-01
370,1.850000e-01,1.156250e-01,1.489890e+01,1.490901e+01,1.489890e+01,-5.091153e-17,1.490901e+01,1.489322e+01,1.490901e+01,1.000679e+00,9.989408e-01
371,1.855000e-01,1.159375e-01,1.493917e+01,1.494931e+01,1.493917e+01,6.486771e-17,1.494931e+01,1.493348e+01,1.494931e+01,1.000679e+00,9.989408e-01
372,1.860000e-01,1.162500e-01,1.497944e+01,1.498960e+01,1.497944e+01,6.962465e-17,1.498960e+01,1.497373e+01,1.498960e+01,1.000679e+00,9.989408e-01
373,1.865000e-01,1.165625e-01,1.501971e+01,1.502990e+01,1.501971e+01,7.438159e-17,1.502990e+01,1.501398e+01,1.502990e+01,1.000679e+00,9.989408e-01
374,1.870000e-01,1.168750e-01,1.505997e+01,1.507019e+01,1.505997e+01,2.362737e-17,1.507019e+01,1.505423e+01,1.507019e+01,1.000679e+00,9.989408e-01
375,1.875000e-01,1.171875e-01,1.510024e+01,1.511049e+01,1.510024e+01,-8.263799e-17,1.511049e+01,1.509448e+01,1.511049e+01,1.000679e+00,9.989408e-01
376,1.880000e-01,1.175000e-01,1.514051e+01,1.515078e+01,1.514051e+01,-7.788105e-17,1.515078e+01,1.513473e+01,1.515078e+01,1.000679e+00,9.989408e-01
377,1.885000e-01,1.178125e-01,1.518078e+01,1.519108e+01,1.518078e+01,3.789819e-17,1.519108e+01,1.517499e+01,1.519108e+01,1.000679e+00,9.989408e-01
378,1.890000e-01,1.181250e-01,1.522104e+01,1.523137e+01,1.522104e+01,4.265512e-17,1.523137e+01,1.521524e+01,1.523137e+01,1.000679e+00,9.989408e-01
379,1.895000e-01,1.184375e-01,1.526131e+01,1.527167e+01,1.526131e+01,-8.099092e-18,1.527167e+01,1.525549e+01,1.527167e+01,1.000679e+00,9.989408e-01
380,1.900000e-01,1.187500e-01,1.530158e+01,1.531196e+01,1.530158e+01,-3.342155e-18,1.531196e+01,1.529574e+01,1.531196e+01,1.000679e+00,9.989408e-01
381,1.905000e-01,1.190625e-01,1.534184e+01,1.535226e+01,1.534184e+01,1.414782e-18,1.535226e+01,1.533599e+01,1.535226e+01,1.000679e+00,9.989408e-01
382,1.910000e-01,1.193750e-01,1.538211e+01,1.539255e+01,1.538211e+01,6.171719e-18,1.539255e+01,1.537625e+01,1.539255e+01,1.000679e+00,9.989408e-01
383,1.915000e-01,1.196875e-01,1.542238e+01,1.543284e+01,1.542238e+01,2.273309e-18,1.543284e+01,1.541650e+01,1.543284e+01,1.000679e+00,9.989408e-01
384,1.920000e-01,1.200000e-01,1.546265e+01,1.547314e+01,1.546265e+01,-3.982556e-17,1.547314e+01,1.545675e+01,1.547314e+01,1.000679e+00,9.989408e-01
385,1.925000e-01,1.203125e-01,1.550291e+01,1.551343e+01,1.550291e+01,1.178718e-17,1.551343e+01,1.549700e+01,1.551343e+01,1.000679e+00,9.989408e-01
386,1.930000e-01,1.206250e-01,1.554318e+01,1.555373e+01,1.554318e+01,-3.031168e-17,1.555373e+01,1.553725e+01,1.555373e+01,1.000679e+00,9.989408e-01
387,1.935000e-01,1.209375e-01,1.558345e+01,1.559402e+01,1.558345e+01,-3.421009e-17,1.559402e+01,1.557751e+01,1.559402e+01,1.000679e+00,9.989408e-01
388,1.940000e-01,1.212500e-01,1.562372e+01,1.563432e+01,1.562372e+01,-2.079781e-17,1.563432e+01,1.561776e+01,1.563432e+01,1.000679e+00,9.989408e-01
389,1.945000e-01,1.215625e-01,1.566398e+01,1.567461e+01,1.566398e+01,-2.469622e-17,1.567461e+01,1.565801e+01,1.567461e+01,1.000679e+00,9.989408e-01
390,1.950000e-01,1.218750e-01,1.570425e+01,1.571491e+01,1.570425e+01,-6.679509e-17,1.571491e+01,1.569826e+01,1.571491e+01,1.000679e+00,9.989408e-01
391,1.955000e-01,1.221875e-01,1.574452e+01,1.575520e+01,1.574452e+01,-1.518235e-17,1.575520e+01,1.573851e+01,1.575520e+01,1.000679e+00,9.989408e-01
392,1.960000e-01,1.225000e-01,1.578478e+01,1.579550e+01,1.578478e+01,5.374109e-17,1.579550e+01,1.577877e+01,1.579550e+01,1.000679e+00,9.989408e-01
393,1.965000e-01,1.228125e-01,1.582505e+01,1.583579e+01,1.582505e+01,-6.117962e-17,1.583579e+01,1.581902e+01,1.583579e+01,1.000679e+00,9.989408e-01
394,1.970000e-01,1.231250e-01,1.586532e+01,1.587609e+01,1.586532e+01,6.325496e-17,1.587609e+01,1.585927e+01,1.587609e+01,1.000679e+00,9.989408e-01
395,1.975000e-01,1.234375e-01,1.590559e+01,1.591638e+01,1.590559e+01,5.935655e-17,1.591638e+01,1.589952e+01,1.591638e+01,1.000679e+00,9.989408e-01
396,1.980000e-01,1.237500e-01,1.594585e+01,1.595667e+01,1.594585e+01,1.725769e-17,1.595667e+01,1.593977e+01,1.595667e+01,1.000679e+00,9.989408e-01
397,1.985000e-01,1.240625e-01,1.598612e+01,1.599697e+01,1.598612e+01,1.335928e-17,1.599697e+01,1.598003e+01,1.599697e+01,1.000679e+00,9.989408e-01
398,1.990000e-01,1.243750e-01,1.602639e+01,1.603726e+01,1.602639e+01,2.677156e-17,1.603726e+01,1.602028e+01,1.603726e+01,1.000679e+00,9.989408e-01
399,1.995000e-01,1.246875e-01,1.606666e+01,1.607756e+01,1.606666e+01,2.287315e-17,1.607756e+01,1.606053e+01,1.607756e+01,1.000679e+00,9.989408e-01
400,2.000000e-01,1.250000e-01,1.610692e+01,1.611785e+01,1.610692e+01,-1.922572e-17,1.611785e+01,1.610078e+01,1.611785e+01,1.000679e+00,9.989408e-01
401,2.005000e-01,1.253125e-01,1.614719e+01,1.615815e+01,1.614719e+01,-1.446878e-17,1.615815e+01,1.614103e+01,1.615815e+01,1.000679e+00,9.989408e-01
402,2.010000e-01,1.256250e-01,1.618746e+01,1.619844e+01,1.618746e+01,-1.836719e-17,1.619844e+01,1.618129e+01,1.619844e+01,1.000679e+00,9.989408e-01
403,2.015000e-01,1.259375e-01,1.622773e+01,1.623874e+01,1.622773e+01,-1.361025e-17,1.623874e+01,1.622154e+01,1.623874e+01,1.000679e+00,9.989408e-01
404,2.020000e-01,1.262500e-01,1.626799e+01,1.627903e+01,1.626799e+01,-1.979686e-19,1.627903e+01,1.626179e+01,1.627903e+01,1.000679e+00,9.989408e-01
405,2.025000e-01,1.265625e-01,1.630826e+01,1.631933e+01,1.630826e+01,-5.095218e-17,1.631933e+01,1.630204e+01,1.631933e+01,1.000679e+00,9.989408e-01
406,2.030000e-01,1.268750e-01,1.634853e+01,1.635962e+01,1.634853e+01,6.605585e-19,1.635962e+01,1.634229e+01,1.635962e+01,1.000679e+00,9.989408e-01
407,2.035000e-01,1.271875e-01,1.638879e+01,1.639992e+01,1.638879e+01,-5.009366e-17,1.639992e+01,1.638255e+01,1.639992e+01,1.000679e+00,9.989408e-01
408,2.040000e-01,1.275000e-01,1.642906e+01,1.644021e+01,1.642906e+01,-4.533672e-17,1.644021e+01,1.642280e+01,1.644021e+01,1.000679e+00,9.989408e-01
409,2.045000e-01,1.278125e-01,1.646933e+01,1.648050e+01,1.646933e+01,7.909787e-17,1.648050e+01,1.646305e+01,1.648050e+01,1.000679e+00,9.989408e-01
410,2.050000e-01,1.281250e-01,1.650960e+01,1.652080e+01,1.650960e+01,7.519946e-17,1.652080e+01,1.650330e+01,1.652080e+01,1.000679e+00,9.989408e-01
411,2.055000e-01,1.284375e-01,1.654986e+01,1.656109e+01,1.654986e+01,7.995639e-17,1.656109e+01,1.654355e+01,1.656109e+01,1.000679e+00,9.989408e-01
412,2.060000e-01,1.287500e-01,1.659013e+01,1.660139e+01,1.659013e+01,-8.182012e-17,1.660139e+01,1.658381e+01,1.660139e+01,1.000679e+00,9.989408e-01
413,2.065000e-01,1.290625e-01,1.663040e+01,1.664168e+01,1.663040e+01,4.261446e-17,1.664168e+01,1.662406e+01,1.664168e+01,1.000679e+00,9.989408e-01
414,2.070000e-01,1.293750e-01,1.667067e+01,1.668198e+01,1.667067e+01,-7.230625e-17,1.668198e+01,1.666431e+01,1.668198e+01,1.000679e+00,9.989408e-01
415,2.075000e-01,1.296875e-01,1.671093e+01,1.672227e+01,1.671093e+01,4.347299e-17,1.672227e+01,1.670456e+01,1.672227e+01,1.000679e+00,9.989408e-01
416,2.080000e-01,1.300000e-01,1.675120e+01,1.676257e+01,1.675120e+01,4.822993e-17,1.676257e+01,1.674481e+01,1.676257e+01,1.000679e+00,9.989408e-01
417,2.085000e-01,1.303125e-01,1.679147e+01,1.680286e+01,1.679147e+01,6.131062e-18,1.680286e+01,1.678506e+01,1.680286e+01,1.000679e+00,9.989408e-01
418,2.090000e-01,1.306250e-01,1.683173e+01,1.684316e+01,1.683173e+01,2.232652e-18,1.684316e+01,1.682532e+01,1.684316e+01,1.000679e+00,9.989408e-01
419,2.095000e-01,1.309375e-01,1.687200e+01,1.688345e+01,1.687200e+01,6.989589e-18,1.688345e+01,1.686557e+01,1.688345e+01,1.000679e+00,9.989408e-01
420,2.100000e-01,1.312500e-01,1.691227e+01,1.692375e+01,1.691227e+01,1.174653e-17,1.692375e+01,1.690582e+01,1.692375e+01,1.000679e+00,9.989408e-01
421,2.105000e-01,1.315625e-01,1.695254e+01,1.696404e+01,1.695254e+01,-3.035234e-17,1.696404e+01,1.694607e+01,1.696404e+01,1.000679e+00,9.989408e-01
422,2.110000e-01,1.318750e-01,1.699280e+01,1.700434e+01,1.699280e+01,2.126040e-17,1.700434e+01,1.698632e+01,1.700434e+01,1.000679e+00,9.989408e-01
423,2.115000e-01,1.321875e-01,1.703307e+01,1.704463e+01,1.703307e+01,-2.949381e-17,1.704463e+01,1.702658e+01,1.704463e+01,1.000679e+00,9.989408e-01
424,2.120000e-01,1.325000e-01,1.707334e+01,1.708492e+01,1.707334e+01,-2.473688e-17,1.708492e+01,1.706683e+01,1.708492e+01,1.000679e+00,9.989408e-01
425,2.125000e-01,1.328125e-01,1.711361e+01,1.712522e+01,1.711361e+01,-1.132459e-17,1.712522e+01,1.710708e+01,1.712522e+01,1.000679e+00,9.989408e-01
426,2.130000e-01,1.331250e-01,1.715387e+01,1.716551e+01,1.715387e+01,-2.387835e-17,1.716551e+01,1.714733e+01,1.716551e+01,1.000679e+00,9.989408e-01
427,2.135000e-01,1.334375e-01,1.719414e+01,1.720581e+01,1.719414e+01,-1.046607e-17,1.720581e+01,1.718758e+01,1.720581e+01,1.000679e+00,9.989408e-01
428,2.140000e-01,1.337500e-01,1.723441e+01,1.724610e+01,1.723441e+01,-6.122028e-17,1.724610e+01,1.722784e+01,1.724610e+01,1.000679e+00,9.989408e-01
429,2.145000e-01,1.340625e-01,1.727468e+01,1.728640e+01,1.727468e+01,6.321431e-17,1.728640e+01,1.726809e+01,1.728640e+01,1.000679e+00,9.989408e-01
430,2.150000e-01,1.343750e-01,1.731494e+01,1.732669e+01,1.731494e+01,-6.036175e-17,1.732669e+01,1.730834e+01,1.732669e+01,1.000679e+00,9.989408e-01
431,2.155000e-01,1.346875e-01,1.735521e+01,1.736699e+01,1.735521e+01,6.407283e-17,1.736699e+01,1.734859e+01,1.736699e+01,1.000679e+00,9.989408e-01
432,2.160000e-01,1.350000e-01,1.739548e+01,1.740728e+01,1.739548e+01,6.882977e-17,1.740728e+01,1.738884e+01,1.740728e+01,1.000679e+00,9.989408e-01
433,2.165000e-01,1.353125e-01,1.743574e+01,1.744758e+01,1.743574e+01,1.807556e-17,1.744758e+01,1.742910e+01,1.744758e+01,1.000679e+00,9.989408e-01
434,2.170000e-01,1.356250e-01,1.747601e+01,1.748787e+01,1.747601e+01,6.968830e-17,1.748787e+01,1.746935e+01,1.748787e+01,1.000679e+00,9.989408e-01
435,2.175000e-01,1.359375e-01,1.751628e+01,1.752817e+01,1.751628e+01,2.758943e-17,1.752817e+01,1.750960e+01,1.752817e+01,1.000679e+00,9.989408e-01
436,2.180000e-01,1.362500e-01,1.755655e+01,1.756846e+01,1.755655e+01,3.234637e-17,1.756846e+01,1.754985e+01,1.756846e+01,1.000679e+00,9.989408e-01
437,2.185000e-01,1.365625e-01,1.759681e+01,1.760875e+01,1.759681e+01,3.710330e-17,1.760875e+01,1.759010e+01,1.760875e+01,1.000679e+00,9.989408e-01
438,2.190000e-01,1.368750e-01,1.763708e+01,1.764905e+01,1.763708e+01,3.320489e-17,1.764905e+01,1.763036e+01,1.764905e+01,1.000679e+00,9.989408e-01
439,2.195000e-01,1.371875e-01,1.767735e+01,1.768934e+01,1.767735e+01,-8.893973e-18,1.768934e+01,1.767061e+01,1.768934e+01,1.000679e+00,9.989408e-01
440,2.200000e-01,1.375000e-01,1.771762e+01,1.772964e+01,1.771762e+01,-4.137036e-18,1.772964e+01,1.771086e+01,1.772964e+01,1.000679e+00,9.989408e-01
441,2.205000e-01,1.378125e-01,1.775788e+01,1.776993e+01,1.775788e+01,6.199009e-19,1.776993e+01,1.775111e+01,1.776993e+01,1.000679e+00,9.989408e-01
442,2.210000e-01,1.381250e-01,1.779815e+01,1.781023e+01,1.779815e+01,-3.278509e-18,1.781023e+01,1.779136e+01,1.781023e+01,1.000679e+00,9.989408e-01
443,2.215000e-01,1.384375e-01,1.783842e+01,1.785052e+01,1.783842e+01,-4.537738e-17,1.785052e+01,1.783162e+01,1.785052e+01,1.000679e+00,9.989408e-01
444,2.220000e-01,1.387500e-01,1.787868e+01,1.789082e+01,1.787868e+01,-4.062044e-17,1.789082e+01,1.787187e+01,1.789082e+01,1.000679e+00,9.989408e-01
445,2.225000e-01,1.390625e-01,1.791895e+01,1.793111e+01,1.791895e+01,-3.586350e-17,1.793111e+01,1.791212e+01,1.793111e+01,1.000679e+00,9.989408e-01
446,2.230000e-01,1.393750e-01,1.795922e+01,1.797141e+01,1.795922e+01,-3.976191e-17,1.797141e+01,1.795237e+01,1.797141e+01,1.000679e+00,9.989408e-01
447,2.235000e-01,1.396875e-01,1.799949e+01,1.801170e+01,1.799949e+01,-2.634963e-17,1.801170e+01,1.799262e+01,1.801170e+01,1.000679e+00,9.989408e-01
448,2.240000e-01,1.400000e-01,1.803975e+01,1.805200e+01,1.803975e+01,-2.159269e-17,1.805200e+01,1.803288e+01,1.805200e+01,1.000679e+00,9.989408e-01
449,2.245000e-01,1.403125e-01,1.808002e+01,1.809229e+01,1.808002e+01,-7.234691e-17,1.809229e+01,1.807313e+01,1.809229e+01,1.000679e+00,9.989408e-01
450,2.250000e-01,1.406250e-01,1.812029e+01,1.813258e+01,1.812029e+01,-2.073416e-17,1.813258e+01,1.811338e+01,1.813258e+01,1.000679e+00,9.989408e-01
451,2.255000e-01,1.409375e-01,1.816056e+01,1.817288e+01,1.816056e+01,-7.148838e-17,1.817288e+01,1.815363e+01,1.817288e+01,1.000679e+00,9.989408e-01
452,2.260000e-01,1.412500e-01,1.820082e+01,1.821317e+01,1.820082e+01,5.294621e-17,1.821317e+01,1.819388e+01,1.821317e+01,1.000679e+00,9.989408e-01
453,2.265000e-01,1.415625e-01,1.824109e+01,1.825347e+01,1.824109e+01,5.770315e-17,1.825347e+01,1.823414e+01,1.825347e+01,1.000679e+00,9.989408e-01
454,2.270000e-01,1.418750e-01,1.828136e+01,1.829376e+01,1.828136e+01,5.380474e-17,1.829376e+01,1.827439e+01,1.829376e+01,1.000679e+00,9.989408e-01
455,2.275000e-01,1.421875e-01,1.832163e+01,1.833406e+01,1.832163e+01,5.856167e-17,1.833406e+01,1.831464e+01,1.833406e+01,1.000679e+00,9.989408e-01
456,2.280000e-01,1.425000e-01,1.836189e+01,1.837435e+01,1.836189e+01,1.646281e-17,1.837435e+01,1.835489e+01,1.837435e+01,1.000679e+00,9.989408e-01
457,2.285000e-01,1.428125e-01,1.840216e+01,1.841465e+01,1.840216e+01,2.121974e-17,1.841465e+01,1.839514e+01,1.841465e+01,1.000679e+00,9.989408e-01
458,2.290000e-01,1.431250e-01,1.844243e+01,1.845494e+01,1.844243e+01,1.732133e-17,1.845494e+01,1.843540e+01,1.845494e+01,1.000679e+00,9.989408e-01
459,2.295000e-01,1.434375e-01,1.848269e+01,1.849524e+01,1.848269e+01,2.207827e-17,1.849524e+01,1.847565e+01,1.849524e+01,1.000679e+00,9.989408e-01
